the	DT
wire	NN
proposal	NN
ought	MD
victory	NN
quarter	NN
engine	NN
customer	NN
waste	NN
fool	NN
intend	VB
intention	NN
desk	NN
politics	NNS
passage	NN
lawyer	NN
root	NN
climb	NN
metal	NN
gradual	JJ
hunt	NN
protection	NN
satisfy	VB
roof	NN
branch	NN
pleasure	NN
witness	NN
loose	RB
nose	NN
mine	NN
band	NN
aside	RB
risk	NN
tomorrow	NN
remind	VB
ear	NN
fish	NN
shore	NN
operator	NN
civilize	VB
being	VBG
silent	JJ
screen	NN
bind	NN
earn	VB
pack	NN
colony	NN
besides	IN
slip	NN
cousin	NN
scale	NN
relief	NN
explore	VB
stem	NN
brain	NN
musician	NN
defend	VB
bend	NN
somebody	NN
shadow	NN
mix	NN
smoke	NN
description	NN
fruit	NN
guilt	NN
yield	NN
sensitive	JJ
salt	NN
pale	NN
sweep	NN
completion	NN
throat	NN
agriculture	NN
admire	NN
gentle	JJ
dozen	NN
particle	NN
pleasant	JJ
bay	NN
cup	NN
competition	NN
moon	NN
terrible	JJ
strip	NN
mechanic	NN
shock	NN
conversation	NN
angle	NN
tall	JJ
plenty	RB
star	NN
yellow	JJ
sick	JJ
thorough	JJ
absolute	JJ
succeed	VB
surround	VB
proud	NN
dear	RB
card	NN
lake	NN
breath	NN
afraid	JJ
silence	NN
onto	IN
shoe	NN
somewhere	RB
chain	NN
slide	NN
copy	NN
machinery	NN
wake	NN
severe	JJ
pocket	NN
bone	NN
honest	JJ
freeze	NN
dictionary	NN
calm	NN
swim	VBP
ice	NN
male	NN
skin	NN
crack	NN
rush	NN
wet	JJ
meat	NN
commerce	NN
joint	NN
gift	NN
host	NN
suspect	NN
path	NN
uncle	NN
afford	VB
instant	NN
satisfactory	JJ
height	NN
track	NN
confidence	NN
grass	NN
suggestion	NN
favorite	JJ
breakfast	NN
apart	RB
chest	NN
entrance	NN
march	NN
sink	NN
northern	JJ
iron	NN
alive	JJ
ill	RB
bag	NN
disturb	VB
native	JJ
bedroom	NN
violent	JJ
beneath	IN
pause	NN
tough	JJ
substance	NN
threat	NN
charm	NN
absence	NN
factory	NN
spite	NN
meal	NN
universal	JJ
accident	NN
highway	NN
sentence	NN
liberty	NN
wise	JJ
noise	NN
discovery	NN
tube	NN
flash	NN
twist	NN
fence	NN
childhood	NN
joy	NN
sister	NN
sad	JJ
efficiency	NN
disappear	VB
defeat	NN
extensive	JJ
rent	NN
comparison	NN
possess	VB
grace	NN
flesh	NN
liquid	NN
scientist	NN
ease	NN
heaven	NN
milk	NN
sympathy	NN
rank	NN
restaurant	NN
frequency	NN
angry	JJ
shade	NN
accuse	VB
necessity	NN
knock	VB
loud	RB
permanent	JJ
row	NN
lovely	JJ
confuse	VB
gold	NN
frighten	NN
solve	VB
grave	NN
salary	NN
photograph	NN
advice	NN
abroad	RB
wound	NN
virtue	NN
dare	VB
queen	NN
extra	JJ
attract	VB
numerous	JJ
pink	NN
gate	NN
expensive	JJ
shut	VBN
chicken	NN
forgive	VB
holy	JJ
wooden	JJ
prompt	JJ
crime	NN
sorry	RB
republic	NN
anger	NN
visitor	NN
pile	NN
violence	NN
steel	NN
wing	NN
stair	NN
partner	NN
delay	NN
gentleman	NN
pour	VBP
confusion	NN
damage	NN
kick	NN
safety	NN
burst	NN
network	NN
resistance	NN
screw	NN
pride	NN
till	IN
hire	NN
verb	VB
preach	VB
clerk	NN
everywhere	RB
anyway	RB
fan	NN
connect	VB
egg	NN
efficient	JJ
grain	NN
calculate	VB
drag	NN
opposition	NN
worship	NN
arrest	NN
discipline	NN
string	NN
harbor	NN
camera	NN
mechanism	NN
cow	NN
grand	JJ
funny	JJ
insurance	NN
reduction	NN
strict	JJ
lesson	NN
tight	RB
sand	NN
plate	NN
qualify	VB
elsewhere	RB
mad	JJ
interference	NN
pupil	NN
fold	NN
royal	NN
valuable	JJ
whisper	NN
anybody	NN
hurt	NN
excess	NN
quantity	NN
fun	NN
mud	NN
extension	NN
recognition	NN
kiss	NN
crop	NN
sail	NN
attractive	JJ
habit	NN
relieve	VB
wisdom	NN
persuade	VB
certainty	NN
cloth	NN
eager	JJ
deserve	VB
sympathetic	JJ
cure	NN
trap	NN
puzzle	NN
powder	NN
raw	JJ
mankind	NN
glad	JJ
blame	NN
whenever	WRB
anxiety	NN
bus	NN
tremble	VB
sacred	JJ
fortunate	JJ
glory	NN
golden	JJ
neat	JJ
weekend	NN
treasury	NN
overcome	VBN
cat	NN
sacrifice	NN
complain	VB
elect	VB
roar	NN
sake	NN
temple	NN
self	NN
compete	VB
nurse	NN
stuff	NN
stomach	NN
peculiar	JJ
repair	NN
storm	NN
ton	NN
desert	NN
allowance	NN
servant	NN
hunger	NN
conscience	NN
bread	NN
crash	NN
tip	NN
strengthen	VB
proof	NN
generous	JJ
sir	NN
tonight	RB
whip	NN
tongue	NN
mill	NN
merchant	NN
coal	NN
ruin	VB
introduction	NN
courage	NN
actor	NN
belt	NN
stir	VB
package	NN
punish	VB
reflection	NN
breathe	VB
anywhere	RB
amuse	VB
dull	JJ
fate	NN
net	NN
fellowship	NN
fault	NN
furniture	NN
beam	NN
pencil	NN
border	NN
disappoint	VB
flame	NN
joke	NN
bless	VB
corn	NN
shell	NN
tempt	VB
supper	NN
destruction	NN
dive	NN
anxious	JJ
shine	NN
cheap	RB
dish	NN
distant	JJ
greet	VB
flood	NN
excuse	NN
insect	NN
ocean	NN
ceremony	NN
decrease	NN
prize	NN
harm	NN
insure	VB
verse	NN
pot	NN
sincere	JJ
cotton	NN
leaf	NN
rub	NN
medicine	NN
stroke	NN
bite	NN
lung	NN
lonely	JJ
admission	NN
stupid	JJ
scratch	NN
composition	NN
broadcast	NN
drum	VB
resist	VB
neglect	NN
absent	JJ
passenger	NN
adventure	NN
beg	VB
pipe	NN
beard	NN
bold	JJ
meanwhile	RB
devil	NNP
cheer	NN
nut	NN
split	NN
melt	VB
swear	VB
sugar	NN
bury	VB
wipe	VB
faint	JJ
creature	NN
tail	NN
wealth	NN
earnest	NN
translate	VB
suspicion	NN
noble	JJ
inquiry	NN
journey	NN
hesitate	VB
extraordinary	JJ
borrow	VB
owe	VB
funeral	NN
ambition	NN
mixture	NN
slope	NN
criminal	JJ
seldom	RB
map	NN
spin	NN
praise	NN
spare	JJ
plow	VB
telegraph	NN
barrel	NN
straighten	VB
scarce	JJ
lunch	NN
slavery	NN
creep	NN
sweat	NN
gay	JJ
stiff	JJ
brave	VB
seize	VB
convenient	JJ
horizon	NN
moderate	JJ
complicate	VB
dig	NN
curse	NN
weigh	VB
priest	NN
excessive	JJ
quarrel	VB
widow	NN
modest	JJ
dine	VB
politician	NN
custom	NN
educate	VB
salesman	NN
nail	NN
tap	NN
eastern	JJ
possession	NN
satisfaction	NN
behave	VB
mercy	NN
scatter	NN
objection	NN
silver	NN
tent	NN
saddle	NN
wrap	NN
nest	NN
grind	NN
spell	NN
plaster	NN
arch	NN
swell	NN
friendship	NN
bath	NN
bundle	NN
grateful	JJ
crown	NN
boundary	NN
nowhere	RB
asleep	RB
clock	NN
boil	NN
altogether	RB
lend	VB
holiday	NN
precious	JJ
wander	VB
ugly	JJ
reputation	NN
ticket	NN
pretend	JJ
dismiss	VB
delicate	JJ
despair	NN
awake	RB
tea	NN
FALSE	NN
fortune	NN
cap	NN
thread	NN
haste	NN
bare	JJ
shirt	NN
bargain	NN
leather	NN
rail	NN
butter	NN
dot	NN
inquire	NN
warmth	NN
decisive	JJ
vessel	NN
pity	NN
steam	NN
pin	NN
bound	VBN
companion	NN
toe	NN
reward	NN
forbid	NN
wherever	WRB
tower	NN
bathe	VB
lodge	VB
swallow	VB
multiply	VB
bow	NN
kingdom	NN
garage	NN
permission	NN
pump	NN
prevention	NN
urgent	JJ
aunt	NN
zero	CD
idle	JJ
fever	NN
christmas	NNS
regret	NN
jaw	NN
soap	NN
pronounce	VB
empire	NN
bowl	NN
outline	NN
organ	NN
imitation	NN
caution	NN
mineral	NN
disagree	VB
blade	NN
trick	NN
treasure	NN
immense	JJ
convenience	NN
disapprove	VB
destructive	JJ
fork	NN
noon	NN
ownership	NN
tune	NN
polish	NN
poison	NN
shame	NN
loyalty	NN
cottage	NN
astonish	VB
shave	VB
feather	NN
sauce	NN
lid	NN
debt	NN
fade	VB
confess	NN
classification	NN
descend	NN
cape	NN
mild	JJ
clever	JJ
envelope	NN
invention	NN
sheep	NN
splendid	JJ
stamp	NN
float	NN
brick	NN
rice	NN
businessman	NN
backward	RB
qualification	NN
artificial	JJ
attraction	NN
lamp	NN
curl	VB
shower	NN
elder	JJR
bunch	NN
bell	NN
steer	VB
flavor	NN
spit	NN
rob	NN
cream	NN
interrupt	VB
pen	NN
weave	VB
orange	NN
rescue	NN
crush	NN
humble	JJ
fancy	NN
decay	NN
polite	JJ
tribe	NN
bleed	VB
coin	NN
fond	JJ
autumn	NN
classify	VB
omit	VB
loyal	JJ
needle	NN
lessen	VB
complaint	NN
pad	NN
steep	JJ
skirt	NN
curtain	NN
calculation	NN
laughter	NN
solemn	JJ
grease	NN
interfere	VB
explode	VB
fasten	NN
flag	NN
resign	VB
postpone	VB
patience	NN
boast	NN
rope	NN
envy	NN
airplane	NN
rid	JJ
shield	NN
veil	NN
kneel	NN
tray	NN
explosive	NN
brass	NN
taxi	NN
wax	NN
duck	NN
button	NN
invent	VB
remedy	NN
bush	NN
thunder	NN
weaken	VB
poverty	NN
scrape	NN
arrow	NN
tender	NN
cruel	JJ
soften	VB
mouse	NN
hay	NN
anyhow	RB
alike	RB
circular	JJ
juice	NN
shelf	NN
bake	NN
hatred	NN
cautious	JJ
basket	NN
wreck	NN
width	NN
confident	JJ
log	NN
heap	NN
suck	NN
ladder	NN
gap	NN
obey	NN
hut	NN
axe	NN
translation	NN
collar	NN
delivery	NN
reproduce	VB
confession	NN
pan	NN
prejudice	NN
voyage	NN
tobacco	NN
simplicity	NN
paste	VB
cake	NN
elephant	NN
ribbon	NN
harvest	NN
ashamed	JJ
cave	NN
customary	JJ
thief	NN
damp	VB
sew	VB
rust	NN
separation	NN
waiter	NN
pet	NN
straw	NN
upset	NN
towel	NN
refresh	VB
essence	NN
fur	NN
ambitious	JJ
defendant	NN
daylight	NN
dip	NN
suspicious	JJ
imaginary	JJ
ash	JJ
carriage	NN
educator	NN
saw	NN
stove	NN
rubber	NN
rug	NN
misery	NN
awkward	JJ
rival	NN
roast	NN
deed	NN
preference	NN
explosion	NN
theatrical	NN
cultivate	NN
collector	NN
miserable	JJ
wrist	NN
rabbit	NN
accustom	NN
tide	NN
insult	NN
thumb	NN
lump	NN
annoy	NN
toy	NN
heal	VB
shallow	JJ
repetition	NN
soup	NN
whistle	VB
scenery	NN
apple	NN
offense	NN
cork	NN
ripe	JJ
temper	NN
sore	JJ
pinch	NN
diamond	NN
razor	NN
imaginative	JJ
hook	NN
copper	NN
landlord	NN
influential	JJ
rot	NN
hollow	JJ
enclose	VB
harden	NN
wicked	JJ
stiffen	VB
silk	NN
upright	NN
selfish	JJ
stripe	NN
pig	NN
inward	JJ
excellence	NN
rake	NN
purple	JJ
hasten	VB
shorten	VB
applause	NN
ache	NN
apology	NN
knot	NN
nephew	NN
cushion	NN
drown	VB
nursery	NN
pint	NN
fierce	JJ
imitate	VB
aloud	RB
gaiety	NN
robbery	NN
tighten	VB
perfection	NN
scorn	VB
whoever	WP
trunk	NN
wool	NN
sailor	NN
competitor	NN
moonlight	NN
deer	NNS
bean	NN
everyday	JJ
drawer	NN
disregard	NN
nowadays	RB
patriotic	JJ
tin	NN
penny	NN
cage	NN
pardon	NN
lately	RB
offend	VB
coarse	JJ
spoil	VB
horizontal	JJ
sting	NN
ditch	NN
librarian	NN
meantime	NN
cough	NN
deaf	JJ
sword	NN
messenger	NN
vain	JJ
castle	NN
elastic	JJ
comb	NN
rod	NN
widen	VB
sorrow	NN
inventor	NN
cliff	NN
umbrella	NN
interruption	NN
merry	NN
gallon	NN
conquest	NN
headache	NN
tailor	NN
bucket	NN
scent	NN
signature	NN
cart	NN
darken	VB
sometime	RB
applaud	VB
underneath	IN
hello	UH
pretense	NN
descent	NN
conquer	VB
framework	NN
confidential	JJ
adoption	NN
disgust	NN
waist	NN
momentary	JJ
receipt	NN
pearl	NN
ray	NN
lazy	JJ
limb	NN
grammatical	JJ
beast	NN
monkey	NN
jewel	NN
persuasion	NN
obedience	NN
sock	NN
vowel	NN
hammer	NN
inn	NN
chimney	NN
dissatisfaction	NN
annoyance	NN
ornament	NN
honesty	NN
outward	JJ
sharpen	VB
handkerchief	NN
greed	NN
heavenly	RB
thirst	NN
niece	NN
spill	NN
loaf	NN
wheat	NN
worm	NN
secrecy	NN
rude	JJ
heighten	VB
flatten	VB
loosen	VB
cheese	NN
rivalry	NN
royalty	NN
discontent	NN
complication	NN
fright	NN
indoor	JJ
flour	NN
actress	NN
congratulation	NN
ounce	NN
fry	NN
everlasting	JJ
goat	NN
ink	NN
disappearance	NN
reproduction	NN
thicken	VB
avoidance	NN
spoon	NN
strap	NN
deceive	VB
lengthen	VB
revenge	NN
correction	NN
descendant	NN
hesitation	NN
spade	NN
basin	NN
weed	NN
omission	NN
old-fashioned	JJ
bicycle	NN
breadth	NN
photography	NN
coward	NN
mat	NN
rejoice	VB
cheat	VB
congratulate	VB
discomfort	NN
enclosure	NN
attentive	JJ
paw	NN
overflow	NN
dissatisfy	NN
multiplication	NN
whichever	WDT
tidy	JJ
bribe	NN
mend	VB
stocking	VBG
feast	NN
nuisance	NN
thorn	NN
tame	JJ
inclusive	JJ
homemade	NN
handwriting	NN
chalk	NN
sour	JJ
slippery	JJ
procession	NN
ripen	VB
jealous	JJ
jealousy	NN
liar	NN
homecoming	NN
barber	NN
whiten	NN
berry	NN
lighten	VB
pigeon	NN
hinder	VB
bravery	NN
baggage	NN
noun	NN
amongst	IN
grammar	NN
cultivation	NN
companionship	NN
rubbish	JJ
modesty	NN
woolen	NN
deepen	VB
pastry	NN
cupboard	NN
quart	NN
canal	NN
notebook	NN
deceit	NN
parcel	NN
brighten	NN
moderation	NN
punctual	JJ
hurrah	NN
lipstick	NN
uppermost	NN
fatten	VB
conqueror	NN
hindrance	NN
cowardice	NN
obedient	JJ
saucer	NN
madden	NN
scold	NN
weekday	NN
rotten	JJ
disrespect	NN
widower	NN
deafen	VB
donkey	NN
businesslike	JJ
motherhood	NN
sadden	VB
handshake	NN
calculator	NN
headdress	NN
scissors	NNS
translator	NN
possessor	NN
shilling	NN
redden	NN
motherly	JJ
whose	WP$
cultivator	NN
whom	WP
homework	NN
electrician	NN
oar	NN
bribery	NN
sweeten	VB
sow	VB
pronunciation	NN
beak	NN
plural	NN
